stem,root,class,mode,voice,modification,stem_IAST,root_IAST
tarjayizyamAna,tarj,,fut,atma,,tarjayiṣyamāna,tarj
tarjayizyamAna,tarj,,fut,atma,caus,tarjayiṣyamāna,tarj
tarjitavat,tarj,,past,active,,tarjitavat,tarj
tarjitavat,tarj,,past,active,caus,tarjitavat,tarj
tarjita,tarj,,past,pass,,tarjita,tarj
tarjita,tarj,,past,pass,caus,tarjita,tarj
tarjyamAna,tarj,,pres,pass,,tarjyamāna,tarj
tarjyamAna,tarj,,pres,pass,caus,tarjyamāna,tarj
tarjya,tarj,,fut,pass,,tarjya,tarj
tarjya,tarj,,fut,pass,caus,tarjya,tarj
tarttavya,tfd,,fut,pass,,tarttavya,tṛd
tartsyat,tfd,,fut,para,,tartsyat,tṛd
tartsyamAna,tfd,,fut,atma,,tartsyamāna,tṛd
tardanIya,tfd,,fut,pass,,tardanīya,tṛd
tarpaRIya,tfp#1,,fut,pass,,tarpaṇīya,tṛp#1
tarpaRIya,tfp#1,,fut,pass,caus,tarpaṇīya,tṛp#1
tarpayat,tfp#1,,pres,para,caus,tarpayat,tṛp#1
tarpayamAna,tfp#1,,pres,atma,caus,tarpayamāna,tṛp#1
tarpayitavya,tfp#1,,fut,pass,caus,tarpayitavya,tṛp#1
tarpayizyat,tfp#1,,fut,para,caus,tarpayiṣyat,tṛp#1
tarpayizyamAna,tfp#1,,fut,atma,,tarpayiṣyamāna,tṛp#1
tarpayizyamAna,tfp#1,,fut,atma,caus,tarpayiṣyamāna,tṛp#1
tarpitavat,tfp#1,,past,active,caus,tarpitavat,tṛp#1
tarpita,tfp#1,,past,pass,caus,tarpita,tṛp#1
tarptavya,tfp#1,,fut,pass,,tarptavya,tṛp#1
tarpyamAna,tfp#1,,pres,pass,caus,tarpyamāna,tṛp#1
tarpya,tfp#1,,fut,pass,caus,tarpya,tṛp#1
tarpsyat,tfp#1,,fut,para,,tarpsyat,tṛp#1
tarpsyamAna,tfp#1,,fut,atma,,tarpsyamāna,tṛp#1
tarzaRIya,tfz,,fut,pass,,tarṣaṇīya,tṛṣ
tarzwavya,tfz,,fut,pass,,tarṣṭavya,tṛṣ
tazwavat,takz,,past,active,,taṣṭavat,takṣ
tazwavya,takz,,fut,pass,,taṣṭavya,takṣ
tazwa,takz,,past,pass,,taṣṭa,takṣ
tastanAna,stan,,perf,atma,,tastanāna,stan
tastanvas,stan,,perf,para,,tastanvas,stan
tastamBAna,stamB,,perf,atma,,tastambhāna,stambh
tastamBvas,stamB,,perf,para,,tastambhvas,stambh
tastarARa,stF,,perf,atma,,tastarāṇa,stṝ
tastarvas,stF,,perf,para,,tastarvas,stṝ
tastenAna,sten,,perf,atma,,tastenāna,sten
tastenvas,sten,,perf,para,,tastenvas,sten
tastyAna,styA,,perf,atma,,tastyāna,styā
tastyivas,styA,,perf,para,,tastyivas,styā
tasTagAna,sTag,,perf,atma,,tasthagāna,sthag
tasTagvas,sTag,,perf,para,,tasthagvas,sthag
tasTAna,sTA#1,,perf,atma,,tasthāna,sthā#1
tasTivas,sTA#1,,perf,para,,tasthivas,sthā#1
tAqayat,taq,10,pres,para,,tāḍayat,taḍ
tAqayamAna,taq,10,pres,atma,,tāḍayamāna,taḍ
tAqayitavya,taq,,fut,pass,,tāḍayitavya,taḍ
tAqayizyat,taq,,fut,para,,tāḍayiṣyat,taḍ
tAqayizyamAna,taq,,fut,atma,,tāḍayiṣyamāna,taḍ
tAqitavat,taq,,past,active,,tāḍitavat,taḍ
tAqita,taq,,past,pass,,tāḍita,taḍ
tAqyamAna,taq,,pres,pass,,tāḍyamāna,taḍ
tAtapyamAna,tap,,pres,atma,intens,tātapyamāna,tap
tApanIya,tap,,fut,pass,caus,tāpanīya,tap
tApayat,tap,,pres,para,caus,tāpayat,tap
tApayamAna,tap,,pres,atma,caus,tāpayamāna,tap
tApayitavya,tap,,fut,pass,caus,tāpayitavya,tap
tApayizyat,tap,,fut,para,caus,tāpayiṣyat,tap
tApayizyamAna,tap,,fut,atma,,tāpayiṣyamāna,tap
tApayizyamAna,tap,,fut,atma,caus,tāpayiṣyamāna,tap
tApitavat,tap,,past,active,caus,tāpitavat,tap
tApita,tap,,past,pass,caus,tāpita,tap
tApyamAna,tap,,pres,pass,caus,tāpyamāna,tap
tApya,tap,,fut,pass,caus,tāpya,tap
tAmyat,tam,4,pres,para,,tāmyat,tam
tAmyamAna,tam,4,pres,atma,,tāmyamāna,tam
tAraRIya,tF,,fut,pass,caus,tāraṇīya,tṝ
tArayat,tF,,pres,para,caus,tārayat,tṝ
tArayamAna,tF,,pres,atma,caus,tārayamāna,tṝ
tArayitavya,tF,,fut,pass,caus,tārayitavya,tṝ
tArayizyat,tF,,fut,para,caus,tārayiṣyat,tṝ
tArayizyamAna,tF,,fut,atma,,tārayiṣyamāna,tṝ
tArayizyamAna,tF,,fut,atma,caus,tārayiṣyamāna,tṝ
tAritavat,tF,,past,active,caus,tāritavat,tṝ
tArita,tF,,past,pass,caus,tārita,tṝ
tAryamAna,tF,,pres,pass,caus,tāryamāna,tṝ
tArya,tF,,fut,pass,,tārya,tṝ
tArya,tF,,fut,pass,caus,tārya,tṝ
tiktavat,tij,,past,active,,tiktavat,tij
tikta,tij,,past,pass,,tikta,tij
tijyamAna,tij,,pres,pass,,tijyamāna,tij
titikzamAna,tij,,pres,atma,desid,titikṣamāna,tij
titikzitavat,tij,,past,active,desid,titikṣitavat,tij
titikzita,tij,,past,pass,desid,titikṣita,tij
titijAna,tij,,perf,atma,,titijāna,tij
titijvas,tij,,perf,para,,titijvas,tij
tititikzARa,tij,,perf,atma,desid,tititikṣāṇa,tij
tirat,tF,1,pres,para,,tirat,tṝ
tiramAna,tF,1,pres,atma,,tiramāna,tṝ
tizWat,sTA#1,1,pres,para,,tiṣṭhat,sthā#1
tizWamAna,sTA#1,1,pres,atma,,tiṣṭhamāna,sthā#1
tIrRavat,tF,,past,active,,tīrṇavat,tṝ
tIrRa,tF,,past,pass,,tīrṇa,tṝ
tIryamAna,tF,,pres,pass,,tīryamāna,tṝ
tutudAna,tud#1,,perf,atma,,tutudāna,tud#1
tutudvas,tud#1,,perf,para,,tutudvas,tud#1
tutupAna,tup,,perf,atma,,tutupāna,tup
tutupvas,tup,,perf,para,,tutupvas,tup
tutulAna,tul,,perf,atma,,tutulāna,tul
tutulvas,tul,,perf,para,,tutulvas,tul
tutuzARa,tuz,,perf,atma,,tutuṣāṇa,tuṣ
tutuzvas,tuz,,perf,para,,tutuṣvas,tuṣ
tutuhinAna,tuhin,,perf,atma,,tutuhināna,tuhin
tutuhinvas,tuhin,,perf,para,,tutuhinvas,tuhin
tutruwAna,truw,,perf,atma,,tutruṭāna,truṭ
tutruwvas,truw,,perf,para,,tutruṭvas,truṭ
tudat,tud#1,6,pres,para,,tudat,tud#1
tudamAna,tud#1,6,pres,atma,,tudamāna,tud#1
tudyamAna,tud#1,,pres,pass,,tudyamāna,tud#1
tunnavat,tud#1,,past,active,,tunnavat,tud#1
tunna,tud#1,,past,pass,,tunna,tud#1
tupat,tup,6,pres,para,,tupat,tup
tupamAna,tup,6,pres,atma,,tupamāna,tup
tuptavat,tup,,past,active,,tuptavat,tup
tupta,tup,,past,pass,,tupta,tup
tupyamAna,tup,,pres,pass,,tupyamāna,tup
tulayat,tul,10,pres,para,,tulayat,tul
tulayamAna,tul,10,pres,atma,,tulayamāna,tul
tulayitavya,tul,,fut,pass,,tulayitavya,tul
tulayizyat,tul,,fut,para,,tulayiṣyat,tul
tulayizyamAna,tul,,fut,atma,,tulayiṣyamāna,tul
tulitavat,tul,,past,active,,tulitavat,tul
tulita,tul,,past,pass,,tulita,tul
tuzwavat,tuz,,past,active,,tuṣṭavat,tuṣ
tuzwa,tuz,,past,pass,,tuṣṭa,tuṣ
tuzwuBAna,stuB,,perf,atma,,tuṣṭubhāna,stubh
tuzwuBvas,stuB,,perf,para,,tuṣṭubhvas,stubh
tuzwuvas,stu,,perf,para,,tuṣṭuvas,stu
tuzwvAna,stu,,perf,atma,,tuṣṭvāna,stu
tuzyat,tuz,4,pres,para,,tuṣyat,tuṣ
tuzyamAna,tuz,4,pres,atma,,tuṣyamāna,tuṣ
tuzyamAna,tuz,,pres,pass,,tuṣyamāna,tuṣ
tuhinayat,tuhin,10,pres,para,,tuhinayat,tuhin
tuhinayamAna,tuhin,10,pres,atma,,tuhinayamāna,tuhin
tuhinayitavya,tuhin,,fut,pass,,tuhinayitavya,tuhin
tuhinayizyat,tuhin,,fut,para,,tuhinayiṣyat,tuhin
tuhinayizyamAna,tuhin,,fut,atma,,tuhinayiṣyamāna,tuhin
tuhintavat,tuhin,,past,active,,tuhintavat,tuhin
tuhinta,tuhin,,past,pass,,tuhinta,tuhin
tuhinyamAna,tuhin,,pres,pass,,tuhinyamāna,tuhin
tuhenanIya,tuhin,,fut,pass,,tuhenanīya,tuhin
tuhenya,tuhin,,fut,pass,,tuhenya,tuhin
tUrRavat,tvar,,past,active,,tūrṇavat,tvar
tUrRa,tvar,,past,pass,,tūrṇa,tvar
tfRRavat,tfd,,past,active,,tṛṇṇavat,tṛd
tfRRa,tfd,,past,pass,,tṛṇṇa,tṛd
tfdyamAna,tfd,,pres,pass,,tṛdyamāna,tṛd
tfdya,tfd,,fut,pass,,tṛdya,tṛd
tfndat,tfd,7,pres,para,,tṛndat,tṛd
tfndAna,tfd,7,pres,atma,,tṛndāna,tṛd
tfptavat,tfp#1,,past,active,,tṛptavat,tṛp#1
tfpta,tfp#1,,past,pass,,tṛpta,tṛp#1
tfpyat,tfp#1,4,pres,para,,tṛpyat,tṛp#1
tfpyamAna,tfp#1,4,pres,atma,,tṛpyamāna,tṛp#1
tfpyamAna,tfp#1,,pres,pass,,tṛpyamāna,tṛp#1
tfpya,tfp#1,,fut,pass,,tṛpya,tṛp#1
tfzitavat,tfz,,past,active,,tṛṣitavat,tṛṣ
tfzita,tfz,,past,pass,,tṛṣita,tṛṣ
tfzyat,tfz,4,pres,para,,tṛṣyat,tṛṣ
tfzyamAna,tfz,4,pres,atma,,tṛṣyamāna,tṛṣ
tfzyamAna,tfz,,pres,pass,,tṛṣyamāna,tṛṣ
tfzya,tfz,,fut,pass,,tṛṣya,tṛṣ
tekAna,tak,,perf,atma,,tekāna,tak
tekivas,tak,,perf,para,,tekivas,tak
tektavya,tij,,fut,pass,,tektavya,tij
tekrARa,tark,,perf,atma,,tekrāṇa,tark
tekrivas,tark,,perf,para,,tekrivas,tark
tekzyat,tij,,fut,para,,tekṣyat,tij
tekzyamAna,tij,,fut,atma,,tekṣyamāna,tij
tejat,tij,1,pres,para,,tejat,tij
tejanIya,tij,,fut,pass,,tejanīya,tij
tejanIya,tij,,fut,pass,caus,tejanīya,tij
tejamAna,tij,1,pres,atma,,tejamāna,tij
tejayat,tij,,pres,para,caus,tejayat,tij
tejayamAna,tij,,pres,atma,caus,tejayamāna,tij
tejayitavya,tij,,fut,pass,caus,tejayitavya,tij
tejayizyat,tij,,fut,para,caus,tejayiṣyat,tij
tejayizyamAna,tij,,fut,atma,,tejayiṣyamāna,tij
tejayizyamAna,tij,,fut,atma,caus,tejayiṣyamāna,tij
tejitavat,tij,,past,active,caus,tejitavat,tij
tejita,tij,,past,pass,caus,tejita,tij
tejyamAna,tij,,pres,pass,caus,tejyamāna,tij
tejya,tij,,fut,pass,,tejya,tij
tejya,tij,,fut,pass,caus,tejya,tij
tejrARa,tarj,,perf,atma,,tejrāṇa,tarj
tejrivas,tarj,,perf,para,,tejrivas,tarj
teqAna,taq,,perf,atma,,teḍāna,taḍ
teqivas,taq,,perf,para,,teḍivas,taḍ
teRurARa,taruR,,perf,atma,,teṇurāṇa,taruṇ
teRurvas,taruR,,perf,para,,teṇurvas,taruṇ
tenAna,tan#1,,perf,atma,,tenāna,tan#1
tenAna,tan#2,,perf,atma,,tenāna,tan#2
tenivas,tan#1,,perf,para,,tenivas,tan#1
tenivas,tan#2,,perf,para,,tenivas,tan#2
tepAna,tap,,perf,atma,,tepāna,tap
tepivas,tap,,perf,para,,tepivas,tap
temAna,tam,,perf,atma,,temāna,tam
temivas,tam,,perf,para,,temivas,tam
tertnAna,tantr,,perf,atma,,tertnāna,tantr
tertnivas,tantr,,perf,para,,tertnivas,tantr
terdnAna,tandr,,perf,atma,,terdnāna,tandr
terdnivas,tandr,,perf,para,,terdnivas,tandr
tezapARa,tapas#2,,perf,atma,,teṣapāṇa,tapas#2
tezapvas,tapas#2,,perf,para,,teṣapvas,tapas#2
tezkARa,takz,,perf,atma,,teṣkāṇa,takṣ
tezkivas,takz,,perf,para,,teṣkivas,takṣ
tokzyat,tuz,,fut,para,,tokṣyat,tuṣ
tokzyamAna,tuz,,fut,atma,,tokṣyamāna,tuṣ
tottavya,tud#1,,fut,pass,,tottavya,tud#1
todanIya,tud#1,,fut,pass,,todanīya,tud#1
todya,tud#1,,fut,pass,,todya,tud#1
topat,tup,1,pres,para,,topat,tup
topanIya,tup,,fut,pass,,topanīya,tup
topamAna,tup,1,pres,atma,,topamāna,tup
toptavya,tup,,fut,pass,,toptavya,tup
topya,tup,,fut,pass,,topya,tup
topsyat,tup,,fut,para,,topsyat,tup
topsyamAna,tup,,fut,atma,,topsyamāna,tup
tolanIya,tul,,fut,pass,,tolanīya,tul
tolayat,tul,10,pres,para,,tolayat,tul
tolayamAna,tul,10,pres,atma,,tolayamāna,tul
tolayitavya,tul,,fut,pass,,tolayitavya,tul
tolayizyat,tul,,fut,para,,tolayiṣyat,tul
tolayizyamAna,tul,,fut,atma,,tolayiṣyamāna,tul
tolya,tul,,fut,pass,,tolya,tul
tozaRIya,tuz,,fut,pass,,toṣaṇīya,tuṣ
tozaRIya,tuz,,fut,pass,caus,toṣaṇīya,tuṣ
tozayat,tuz,,pres,para,caus,toṣayat,tuṣ
tozayamAna,tuz,,pres,atma,caus,toṣayamāna,tuṣ
tozayitavya,tuz,,fut,pass,caus,toṣayitavya,tuṣ
tozayizyat,tuz,,fut,para,caus,toṣayiṣyat,tuṣ
tozayizyamAna,tuz,,fut,atma,,toṣayiṣyamāna,tuṣ
tozayizyamAna,tuz,,fut,atma,caus,toṣayiṣyamāna,tuṣ
tozitavat,tuz,,past,active,caus,toṣitavat,tuṣ
tozita,tuz,,past,pass,caus,toṣita,tuṣ
tozwavya,tuz,,fut,pass,,toṣṭavya,tuṣ
tozyamAna,tuz,,pres,pass,caus,toṣyamāna,tuṣ
tozya,tuz,,fut,pass,,toṣya,tuṣ
tozya,tuz,,fut,pass,caus,toṣya,tuṣ
tyaktavat,tyaj#1,,past,active,,tyaktavat,tyaj#1
tyaktavya,tyaj#1,,fut,pass,,tyaktavya,tyaj#1
tyakta,tyaj#1,,past,pass,,tyakta,tyaj#1
tyakzyat,tyaj#1,,fut,para,,tyakṣyat,tyaj#1
tyakzyamAna,tyaj#1,,fut,atma,,tyakṣyamāna,tyaj#1
tyajat,tyaj#1,1,pres,para,,tyajat,tyaj#1
tyajanIya,tyaj#1,,fut,pass,,tyajanīya,tyaj#1
tyajamAna,tyaj#1,1,pres,atma,,tyajamāna,tyaj#1
tyajitavya,tyaj#1,,fut,pass,,tyajitavya,tyaj#1
tyajizyat,tyaj#1,,fut,para,,tyajiṣyat,tyaj#1
tyajizyamAna,tyaj#1,,fut,atma,,tyajiṣyamāna,tyaj#1
tyajyamAna,tyaj#1,,pres,pass,,tyajyamāna,tyaj#1
tyAjya,tyaj#1,,fut,pass,,tyājya,tyaj#1
traHsyat,tras,,fut,para,,traḥsyat,tras
traHsyamAna,tras,,fut,atma,,traḥsyamāna,tras
trapaRIya,trap,,fut,pass,,trapaṇīya,trap
trapaRIya,trap,,fut,pass,caus,trapaṇīya,trap
trapat,trap,1,pres,para,,trapat,trap
trapamAna,trap,1,pres,atma,,trapamāna,trap
trapayat,trap,,pres,para,caus,trapayat,trap
trapayamAna,trap,,pres,atma,caus,trapayamāna,trap
trapayitavya,trap,,fut,pass,caus,trapayitavya,trap
trapayizyat,trap,,fut,para,caus,trapayiṣyat,trap
trapayizyamAna,trap,,fut,atma,,trapayiṣyamāna,trap
trapayizyamAna,trap,,fut,atma,caus,trapayiṣyamāna,trap
trapitavat,trap,,past,active,caus,trapitavat,trap
trapita,trap,,past,pass,caus,trapita,trap
traptavat,trap,,past,active,,traptavat,trap
traptavya,trap,,fut,pass,,traptavya,trap
trapta,trap,,past,pass,,trapta,trap
trapyamAna,trap,,pres,pass,,trapyamāna,trap
trapyamAna,trap,,pres,pass,caus,trapyamāna,trap
trapya,trap,,fut,pass,,trapya,trap
trapya,trap,,fut,pass,caus,trapya,trap
trapsyat,trap,,fut,para,,trapsyat,trap
trapsyamAna,trap,,fut,atma,,trapsyamāna,trap
trasanIya,tras,,fut,pass,,trasanīya,tras
trastavat,tras,,past,active,,trastavat,tras
trastavya,tras,,fut,pass,,trastavya,tras
trasta,tras,,past,pass,,trasta,tras
trasyat,tras,4,pres,para,,trasyat,tras
trasyamAna,tras,4,pres,atma,,trasyamāna,tras
trasyamAna,tras,,pres,pass,,trasyamāna,tras
trasya,tras,,fut,pass,,trasya,tras
trAtavat,trE,,past,active,,trātavat,trai
trAta,trE,,past,pass,,trāta,trai
trAyaRIya,trE,,fut,pass,,trāyaṇīya,trai
trAyat,trE,1,pres,para,,trāyat,trai
trAyamAna,trE,1,pres,atma,,trāyamāna,trai
trAsanIya,tras,,fut,pass,caus,trāsanīya,tras
trAsayat,tras,,pres,para,caus,trāsayat,tras
trAsayamAna,tras,,pres,atma,caus,trāsayamāna,tras
trAsayitavya,tras,,fut,pass,caus,trāsayitavya,tras
trAsayizyat,tras,,fut,para,caus,trāsayiṣyat,tras
trAsayizyamAna,tras,,fut,atma,,trāsayiṣyamāna,tras
trAsayizyamAna,tras,,fut,atma,caus,trāsayiṣyamāna,tras
trAsitavat,tras,,past,active,caus,trāsitavat,tras
trAsita,tras,,past,pass,caus,trāsita,tras
trAsyamAna,tras,,pres,pass,caus,trāsyamāna,tras
trAsya,tras,,fut,pass,caus,trāsya,tras
trIyamAna,trE,,pres,pass,,trīyamāna,trai
truwat,truw,1,pres,para,,truṭat,truṭ
truwamAna,truw,1,pres,atma,,truṭamāna,truṭ
truwitavat,truw,,past,active,,truṭitavat,truṭ
truwita,truw,,past,pass,,truṭita,truṭ
truwyamAna,truw,,pres,pass,,truṭyamāna,truṭ
trEtavya,trE,,fut,pass,,traitavya,trai
trEya,trE,,fut,pass,,traiya,trai
trEzyat,trE,,fut,para,,traiṣyat,trai
trEzyamAna,trE,,fut,atma,,traiṣyamāna,trai
trowanIya,truw,,fut,pass,,troṭanīya,truṭ
trowanIya,truw,,fut,pass,caus,troṭanīya,truṭ
trowayat,truw,,pres,para,caus,troṭayat,truṭ
trowayamAna,truw,,pres,atma,caus,troṭayamāna,truṭ
trowayitavya,truw,,fut,pass,caus,troṭayitavya,truṭ
trowayizyat,truw,,fut,para,caus,troṭayiṣyat,truṭ
trowayizyamAna,truw,,fut,atma,,troṭayiṣyamāna,truṭ
trowayizyamAna,truw,,fut,atma,caus,troṭayiṣyamāna,truṭ
trowitavat,truw,,past,active,caus,troṭitavat,truṭ
trowita,truw,,past,pass,caus,troṭita,truṭ
trowwavya,truw,,fut,pass,,troṭṭavya,truṭ
trowyamAna,truw,,pres,pass,caus,troṭyamāna,truṭ
trowya,truw,,fut,pass,,troṭya,truṭ
trowya,truw,,fut,pass,caus,troṭya,truṭ
trowsyat,truw,,fut,para,,troṭsyat,truṭ
trowsyamAna,truw,,fut,atma,,troṭsyamāna,truṭ
tvakzaRIya,tvakz,,fut,pass,,tvakṣaṇīya,tvakṣ
tvakzat,tvakz,1,pres,para,,tvakṣat,tvakṣ
tvakzamAna,tvakz,1,pres,atma,,tvakṣamāna,tvakṣ
tvakzyat,tvakz,,fut,para,,tvakṣyat,tvakṣ
tvakzyamAna,tvakz,,fut,atma,,tvakṣyamāna,tvakṣ
tvakzyamAna,tvakz,,pres,pass,,tvakṣyamāna,tvakṣ
tvakzya,tvakz,,fut,pass,,tvakṣya,tvakṣ
tvaraRIya,tvar,,fut,pass,,tvaraṇīya,tvar
tvaraRIya,tvar,,fut,pass,caus,tvaraṇīya,tvar
tvarat,tvar,1,pres,para,,tvarat,tvar
tvaramAna,tvar,1,pres,atma,,tvaramāna,tvar
tvarayat,tvar,,pres,para,caus,tvarayat,tvar
tvarayamAna,tvar,,pres,atma,caus,tvarayamāna,tvar
tvarayitavya,tvar,,fut,pass,caus,tvarayitavya,tvar
tvarayizyat,tvar,,fut,para,caus,tvarayiṣyat,tvar
tvarayizyamAna,tvar,,fut,atma,,tvarayiṣyamāna,tvar
tvarayizyamAna,tvar,,fut,atma,caus,tvarayiṣyamāna,tvar
tvaritavat,tvar,,past,active,,tvaritavat,tvar
tvaritavat,tvar,,past,active,caus,tvaritavat,tvar
tvaritavya,tvar,,fut,pass,,tvaritavya,tvar
tvarita,tvar,,past,pass,,tvarita,tvar
tvarita,tvar,,past,pass,caus,tvarita,tvar
tvarizyat,tvar,,fut,para,,tvariṣyat,tvar
tvarizyamAna,tvar,,fut,atma,,tvariṣyamāna,tvar
tvaryamAna,tvar,,pres,pass,,tvaryamāna,tvar
tvaryamAna,tvar,,pres,pass,caus,tvaryamāna,tvar
tvarya,tvar,,fut,pass,,tvarya,tvar
tvarya,tvar,,fut,pass,caus,tvarya,tvar
tvazwavat,tvakz,,past,active,,tvaṣṭavat,tvakṣ
tvazwavya,tvakz,,fut,pass,,tvaṣṭavya,tvakṣ
tvazwa,tvakz,,past,pass,,tvaṣṭa,tvakṣ
daMkzyat,daMS,,fut,para,,daṃkṣyat,daṃś
daMkzyamAna,daMS,,fut,atma,,daṃkṣyamāna,daṃś
daMSanIya,daMS,,fut,pass,,daṃśanīya,daṃś
daMSya,daMS,,fut,pass,,daṃśya,daṃś
daMzwavya,daMS,,fut,pass,,daṃṣṭavya,daṃś
daMsyat,dam#1,,fut,para,,daṃsyat,dam#1
daMsyamAna,dam#1,,fut,atma,,daṃsyamāna,dam#1
daHsyat,das,,fut,para,,daḥsyat,das
daHsyamAna,das,,fut,atma,,daḥsyamāna,das
dakzaRIya,dakz,,fut,pass,,dakṣaṇīya,dakṣ
dakzat,dakz,1,pres,para,,dakṣat,dakṣ
dakzamAna,dakz,1,pres,atma,,dakṣamāna,dakṣ
dakzitavat,dakz,,past,active,,dakṣitavat,dakṣ
dakzita,dakz,,past,pass,,dakṣita,dakṣ
dakzyat,dakz,,fut,para,,dakṣyat,dakṣ
dakzyamAna,dakz,,fut,atma,,dakṣyamāna,dakṣ
dakzyamAna,dakz,,pres,pass,,dakṣyamāna,dakṣ
dakzya,dakz,,fut,pass,,dakṣya,dakṣ
dagDavat,dah#1,,past,active,,dagdhavat,dah#1
dagDavya,dah#1,,fut,pass,,dagdhavya,dah#1
dagDa,dah#1,,past,pass,,dagdha,dah#1
daGanIya,daG,,fut,pass,,daghanīya,dagh
daGitavya,daG,,fut,pass,,daghitavya,dagh
daGizyat,daG,,fut,para,,daghiṣyat,dagh
daGizyamAna,daG,,fut,atma,,daghiṣyamāna,dagh
daGnavat,daG,,past,active,,daghnavat,dagh
daGna,daG,,past,pass,,daghna,dagh
daGnuvat,daG,5,pres,para,,daghnuvat,dagh
daGnvAna,daG,5,pres,atma,,daghnvāna,dagh
daGyamAna,daG,,pres,pass,,daghyamāna,dagh
daGya,daG,,fut,pass,,daghya,dagh
daRqanIya,daRq,,fut,pass,,daṇḍanīya,daṇḍ
daRqayat,daRq,10,pres,para,,daṇḍayat,daṇḍ
daRqayamAna,daRq,10,pres,atma,,daṇḍayamāna,daṇḍ
daRqayitavya,daRq,,fut,pass,,daṇḍayitavya,daṇḍ
daRqayizyat,daRq,,fut,para,,daṇḍayiṣyat,daṇḍ
daRqayizyamAna,daRq,,fut,atma,,daṇḍayiṣyamāna,daṇḍ
daRqitavat,daRq,,past,active,,daṇḍitavat,daṇḍ
daRqita,daRq,,past,pass,,daṇḍita,daṇḍ
daRqyamAna,daRq,,pres,pass,,daṇḍyamāna,daṇḍ
daRqya,daRq,,fut,pass,,daṇḍya,daṇḍ
dattavat,dA#1,,past,active,,dattavat,dā#1
datta,dA#1,,past,pass,,datta,dā#1
dadaMSAna,daMS,,perf,atma,,dadaṃśāna,daṃś
dadaMSvas,daMS,,perf,para,,dadaṃśvas,daṃś
dadakzARa,dakz,,perf,atma,,dadakṣāṇa,dakṣ
dadakzvas,dakz,,perf,para,,dadakṣvas,dakṣ
dadat,dA#1,3,pres,para,,dadat,dā#1
dadat,dA#1,1,pres,para,,dadat,dā#1
dadamAna,dA#1,1,pres,atma,,dadamāna,dā#1
dadarARa,dF,,perf,atma,,dadarāṇa,dṝ
dadarvas,dF,,perf,para,,dadarvas,dṝ
dadAna,dA#1,3,pres,atma,,dadāna,dā#1
dadAna,dA#1,,perf,atma,,dadāna,dā#1
dadAna,dA#3,,perf,atma,,dadāna,dā#3
dadASAna,dAS#1,,perf,atma,,dadāśāna,dāś#1
dadASvas,dAS#1,,perf,para,,dadāśvas,dāś#1
dadivas,dA#1,,perf,para,,dadivas,dā#1
dadivas,dA#2,,perf,para,,dadivas,dā#2
dadivas,dA#3,,perf,para,,dadivas,dā#3
dadfpARa,dfp,,perf,atma,,dadṛpāṇa,dṛp
dadfpvas,dfp,,perf,para,,dadṛpvas,dṛp
dadfBARa,dfB,,perf,atma,,dadṛbhāṇa,dṛbh
dadfBvas,dfB,,perf,para,,dadṛbhvas,dṛbh
dadfSAna,dfS#1,,perf,atma,,dadṛśāna,dṛś#1
dadfSivas,dfS#1,,perf,para,,dadṛśivas,dṛś#1
dadfSvas,dfS#1,,perf,para,,dadṛśvas,dṛś#1
dadfhARa,dfh,,perf,atma,,dadṛhāṇa,dṛh
dadfhvas,dfh,,perf,para,,dadṛhvas,dṛh
dadevAna,dev#1,,perf,atma,,dadevāna,dev#1
dadevAna,dev#2,,perf,atma,,dadevāna,dev#2
dadevvas,dev#1,,perf,para,,dadevvas,dev#1
dadevvas,dev#2,,perf,para,,dadevvas,dev#2
dadolAna,dol,,perf,atma,,dadolāna,dol
dadolvas,dol,,perf,para,,dadolvas,dol
dadrARa,drA#1,,perf,atma,,dadrāṇa,drā#1
dadrARa,drA#2,,perf,atma,,dadrāṇa,drā#2
dadrivas,drA#1,,perf,para,,dadrivas,drā#1
dadrivas,drA#2,,perf,para,,dadrivas,drā#2
daDat,DA#1,3,pres,para,,dadhat,dhā#1
daDat,DA#1,1,pres,para,,dadhat,dhā#1
daDamAna,DA#1,1,pres,atma,,dadhamāna,dhā#1
daDAna,DA#1,3,pres,atma,,dadhāna,dhā#1
daDAna,DA#1,,perf,atma,,dadhāna,dhā#1
daDAna,DA#2,,perf,atma,,dadhāna,dhā#2
daDAvAna,DAv#1,,perf,atma,,dadhāvāna,dhāv#1
daDAvAna,DAv#2,,perf,atma,,dadhāvāna,dhāv#2
daDAvvas,DAv#1,,perf,para,,dadhāvvas,dhāv#1
daDAvvas,DAv#2,,perf,para,,dadhāvvas,dhāv#2
daDivas,DA#1,,perf,para,,dadhivas,dhā#1
daDivas,DA#2,,perf,para,,dadhivas,dhā#2
daDfvas,Df,,perf,para,,dadhṛvas,dhṛ
daDfzARa,Dfz,,perf,atma,,dadhṛṣāṇa,dhṛṣ
daDfzvas,Dfz,,perf,para,,dadhṛṣvas,dhṛṣ
daDmAna,Dam,,perf,atma,,dadhmāna,dham
daDmivas,Dam,,perf,para,,dadhmivas,dham
daDyAna,DyA,,perf,atma,,dadhyāna,dhyā
daDyivas,DyA,,perf,para,,dadhyivas,dhyā
daDrARa,Df,,perf,atma,,dadhrāṇa,dhṛ
daDvaMsAna,DvaMs,,perf,atma,,dadhvaṃsāna,dhvaṃs
